Nombre Institucion,Tipo INstitucion,Calle,Estado,Ciudad,Pagina Web,Coordenada Latitud,Coordenada Longitud
ESCUELA PRIMARIA ESTADO NUM 29,Escuelas de educaci�n primaria del sector p�blico,SEPANAL,Baja California,Tijuana                                                                                                       ,,32.5180376,-116.9912613
ESCUELA PRIMARIA ESTATAL 16 DE SEPTIEMBRE TC,Escuelas de educaci�n primaria del sector p�blico,HIDALGO,Baja California,Tijuana                                                                                                       ,,32.51807827,-117.0446948
ESCUELA PRIMARIA ESTATAL ALFONSO GAMBOA NU�EZ,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.45334862,-116.9731885
ESCUELA PRIMARIA ESTATAL GILBERTO BOSQUES SALDIVAR 02EPR0527W,Escuelas de educaci�n primaria del sector p�blico,MARGARITAS RESIDENCIAL,Baja California,Tijuana                                                                                                       ,,32.51784419,-116.7785222
ESCUELA PRIMARIA ESTATAL GRAN LAZARO CARDENAS DEL RIO,Escuelas de educaci�n primaria del sector p�blico,CAMINO VERDE,Baja California,Tijuana                                                                                                       ,,32.48395136,-116.9830479
ESCUELA PRIMARIA ESTATAL JAIME TORRES BODET,Escuelas de educaci�n primaria del sector p�blico,CAMINO VERDE,Baja California,Tijuana                                                                                                       ,,32.4841044,-116.9837573
ESCUELA PRIMARIA ESTATAL JOSE MARTI,Escuelas de educaci�n primaria del sector p�blico,TEJAMEN,Baja California,Tijuana                                                                                                       ,,32.49166321,-117.0193259
ESCUELA PRIMARIA ESTATAL JOSE VASCONCELOS,Escuelas de educaci�n primaria del sector p�blico,CAPISTRANO,Baja California,Tijuana                                                                                                       ,,32.48195962,-116.9149344
ESCUELA PRIMARIA ESTATAL JOSE VASCONCELOS TV,Escuelas de educaci�n primaria del sector p�blico,CAPISTRANO,Baja California,Tijuana                                                                                                       ,,32.48195776,-116.9149554
ESCUELA PRIMARIA ESTATAL JUSTO SIERRA,Escuelas de educaci�n primaria del sector p�blico,22400,Baja California,Tijuana                                                                                                       ,,32.54379798,-117.0048888
ESCUELA PRIMARIA ESTATAL LEONA VICARIO,Escuelas de educaci�n primaria del sector p�blico,LOS OLIVOS NORTE,Baja California,Tijuana                                                                                                       ,,32.49687313,-116.9889068
ESCUELA PRIMARIA ESTATAL NACIONES UNIDAS,Escuelas de educaci�n primaria del sector p�blico,ALEMAN,Baja California,Tijuana                                                                                                       ,,32.53767633,-117.0599482
ESCUELA PRIMARIA ESTATAL NI�OS HEROES,Escuelas de educaci�n primaria del sector p�blico,LA PRESA,Baja California,Tijuana                                                                                                       ,,32.44995107,-116.9097411
ESCUELA PRIMARIA ESTATAL NI�OS HEROES TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,LA PRESA,Baja California,Tijuana                                                                                                       ,,32.44994069,-116.9096549
ESCUELA PRIMARIA ESTATAL RIVERA SANCHEZ MATUTINO,Escuelas de educaci�n primaria del sector p�blico,COLINAS DEL SOL,Baja California,Tijuana                                                                                                       ,,32.46637668,-117.0404614
ESCUELA PRIMARIA ESTATAL TV,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.45316718,-116.9731024
ESCUELA PRIMARIA ESTEBAN CANTU JIMENEZ,Escuelas de educaci�n primaria del sector p�blico,BUENOS AIRES NORTE,Baja California,Tijuana                                                                                                       ,,32.5151959,-116.8998926
ESCUELA PRIMARIA EUSEBIO KINO,Escuelas de educaci�n primaria del sector p�blico,LIBERTAD PARTE BAJA,Baja California,Tijuana                                                                                                       ,,32.53513171,-117.016387
ESCUELA PRIMARIA FED DR SALVADOR ALLENDE,Escuelas de educaci�n primaria del sector p�blico,REFORMA,Baja California,Tijuana                                                                                                       ,,32.46679046,-116.9566769
ESCUELA PRIMARIA FEDERAL,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.46330833,-116.9658802
ESCUELA PRIMARIA FEDERAL ANTONIO BARBOZA,Escuelas de educaci�n primaria del sector p�blico,CENTRO URBANO 70 76,Baja California,Tijuana                                                                                                       ,,32.53888017,-116.985978
ESCUELA PRIMARIA FEDERAL CHICHEN ITZA,Escuelas de educaci�n primaria del sector p�blico,EL DORADO RESIDENCIAL,Baja California,Tijuana                                                                                                       ,,32.49255085,-116.8553375
ESCUELA PRIMARIA FEDERAL CLUB ROTARIO,Escuelas de educaci�n primaria del sector p�blico,BUENAVISTA,Baja California,Tijuana                                                                                                       ,,32.51997582,-116.986167
ESCUELA PRIMARIA FEDERAL CUAUHTEMOC,Escuelas de educaci�n primaria del sector p�blico,LOS REYES,Baja California,Tijuana                                                                                                       ,,32.45658904,-116.9242684
ESCUELA PRIMARIA FEDERAL EMILIANO ZAPATA TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,FRACC VALLE DEL RUBI,Baja California,Tijuana                                                                                                       ,,32.47739501,-117.0271701
ESCUELA PRIMARIA FEDERAL EVA SAMANO,Escuelas de educaci�n primaria del sector p�blico,VALLE IMPERIAL,Baja California,Tijuana                                                                                                       ,,32.52282789,-116.8255402
ESCUELA PRIMARIA FEDERAL FRANCISCO VILLA,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA SEGUNDA SECCION,Baja California,Tijuana                                                                                                       ,,32.46156398,-116.9585487
ESCUELA PRIMARIA FEDERAL GENERAL PEDRO MARIA AMAYA,Escuelas de educaci�n primaria del sector p�blico,LOS REYES,Baja California,Tijuana                                                                                                       ,,32.45664581,-116.9243391
